X,Y,OBJECTID,StationName,WXID,ObservedDate,NESSID,NWSID,Elevation,SiteDescription,Latitude,Longitude,State,County,Agency,Region,Unit,SubUnit,Status,RainAccumulation,WindSpeedMPH,WindDirDegrees,AirTempStandPlace,FuelTemp,RelativeHumidity,BatteryVoltage,FuelMoisture,WindDirPeak,WindSpeedPeak,SolarRadiation,StationID
-73.93361,42.7013900000001,5125,ALBANY PINE BUSH,17476636,2023/07/24 17:15:14+00,6250C076,300011,345,Albany Pine Bush Commission HQ,42.70139,-73.93361,NY,Albany,S&PF,NEW YORK,"DEC,FOREST PROT&FIRE",Hudson Valley FDRA,A,26.37 inches,3 mph,179 degrees ,83 deg. F,83 deg. F ,57 % ,13.4 volts,11.3 (unk),205 degrees,13 mph,596 w/m2,17476635
-120.13364,44.35508,5126,COLD SPRINGS,16980806,2023/07/24 17:07:34+00,326032B2,352701,4640,SITE SITS 200 YDS. S.W. OF COLD SPRINGS.  HELISPOT SITSIN LARGE CLEARING BETWEEN PONDEROSA PINE FOREST. SHORTSAGE GRASSES AND MOSTLY ROOTS.FIRE WX FORECAST ZONE: 630,44.35508,-120.13364,OR,Crook,USFS,06,DESCHUTES/OCHOCO NF,,A,3.2 inches,3 mph,290 degrees ,75 deg. F,85 deg. F ,42 % ,13.5 volts,6.7 (unk),247 degrees,9 mph,601 w/m2,16980806
-79.82917,33.1611100000001,5127,WITHERBEE,17052465,2023/07/24 17:13:03+00,333316B0,384002,51,STATION IS LOCATED ON FLAT GROUND AT THE WITHERBEE R.D.,33.16111,-79.82917,SC,Berkeley,USFS,08,FRANCIS MARION&SUMTR,WITHERBEE RD,A,33.55 inches,0 mph,254 degrees ,83 deg. F,92 deg. F ,79 % ,13.3 volts,23.2 (unk),75 degrees,5 mph,393 w/m2,17052465
-116.3383,36.4088400000001,5131,ASH MEADOWS,17447712,2023/07/24 18:24:34+00,83780484,261711,2091,,36.40884,-116.3383,NV,Nye,FWS,REGION 8,ASH MEADOWS NWR,,A,1.62 inches,4 mph,116 degrees ,103 deg. F,112 deg. F ,16 % ,13.1 volts,3.4 (unk),223 degrees,12 mph,777 w/m2,17447711
-73.9,44.2,5132,MT VANHOEVENBERG,17432606,2023/07/24 20:01:04+00,6250837C,300312,2000,,44.2,-73.9,NY,Essex,S&PF,NEW YORK,"DEC,FOREST PROT&FIRE",Adk High Peaks FDRA,A,18.07 inches,4 mph,245 degrees ,68 deg. F,69 deg. F ,70 % ,13.6 volts,9.7 (unk),176 degrees,19 mph,19 w/m2,17432606
-119.76917,44.3238900000001,5135,BRER RABBIT,16981557,2023/07/24 20:02:11+00,326062CE,352208,5719,STATION SITS IN CLEARING AMID SLOPES WITH PONDEROSA PINESON TOP OF RIDGE AND BELOW RAWS APPROX. 100 YARDS. LOTS OFGRASS AND SCATTERED SAGEBRUSH. HIGH DESERT VALLEY DUE SOUTHABOUT 24 MILES.FIRE WX FORECAST ZONE: 630,44.32389,-119.76917,OR,Wheeler,USFS,06,DESCHUTES/OCHOCO NF,,A,4.62 inches,6 mph,251 degrees ,74 deg. F,85 deg. F ,37 % ,13.4 volts,5.3 (unk),218 degrees,16 mph,740 w/m2,16981557
-94.8258299999999,31.31222,5136,LUFKIN,17441061,2023/07/24 20:03:24+00,88423718,413509,158,,31.31222,-94.82583,TX,Angelina,S&PF,TEXAS,TEXAS FOREST SERVICE,East,A,31.01 inches,3 mph,47 degrees ,99 deg. F,115 deg. F ,32 % ,13 volts,6.5 (unk),111 degrees,9 mph,876 w/m2,17441061
-121.12972,44.4497200000001,5147,HAYSTACK,16981812,2023/07/24 20:02:01+00,326071B8,352107,3168,"STATION LOCATED IN RANCHERS FIELD ABOUT 1/4 MILE SOUTH OFRANCH HOUSE.  LOCATED ON KNOLL OVERLOOKING SURROUNDING ROLL-ING HILLS AND VALLEY'S.  VEGETATION IN THE IMMEDIATE AREA ISPINON-JUNIPER, SAGEBRUSH, AND GRASSES.",44.44972,-121.12972,OR,Crook,USFS,06,DESCHUTES/OCHOCO NF,,A,3.08 inches,5 mph,269 degrees ,82 deg. F,95 deg. F ,20 % ,13.3 volts,5.9 (unk),291 degrees,21 mph,853 w/m2,16981812
-115.09051,36.56924,5151,WAMP SPRINGS,17323553,2023/07/24 18:30:14+00,8374B696,261710,6027,,36.56924,-115.09051,NV,Clark,FWS,REGION 8,DESERT NWR,,A,4.94 inches,11 mph,208 degrees ,86 deg. F,96 deg. F ,26 % ,13.3 volts,NO DATA,204 degrees,21 mph,949 w/m2,17323552
-104.99778,38.2072200000001,5153,RED CREEK,17469984,2023/07/24 19:58:54+00,328D345E,054001,5883,,38.20722,-104.99778,CO,Pueblo,USFS,02,PIKE/SAN ISABE NF,SAN CARLOS DISTRICT,A,12.03 inches,12 mph,95 degrees ,99 deg. F,NO DATA,14 % ,13 volts,NO DATA,80 degrees,23 mph,987 w/m2,17469984
-105.28408,37.8615,5154,BLACK MOUNTAIN,17006395,2023/07/24 19:56:03+00,3230101C,055601,8930,Base of flat tops wilderness. high level cliffs and densespruce fir fuel types.,37.8615,-105.28408,CO,Huerfano,USFS,02,PIKE/SAN ISABE NF,SAN CARLOS RD,A,4.62 inches,7 mph,270 degrees ,84 deg. F,93 deg. F ,15 % ,13.2 volts,4.8 (unk),334 degrees,15 mph,543 w/m2,17006395
-120.29444,44.4622200000001,5155,SLIDE MOUNTAIN,16981051,2023/07/24 17:06:21+00,32604422,352207,5589,AREA HAS BEEN HARVESTED & IS NOW A SEED TREE PLATATION WITHMANY SEEDINGS PLANTED IN THE VICINITY. SEVERAL LARCH SEEDTREES (30' TO 60') TO N & NE @ 30' TO 50' DISTANCE.,44.46222,-120.29444,OR,Crook,USFS,06,DESCHUTES/OCHOCO NF,,A,4.48 inches,3 mph,263 degrees ,70 deg. F,83 deg. F ,49 % ,13.5 volts,9 (unk),262 degrees,9 mph,633 w/m2,16981051
-116.33833,36.4086100000001,5156,DESERT NWR PORTABLE,17492006,2023/07/24 18:34:14+00,8379A686,,2164,,36.40861,-116.33833,NV,Nye,FWS,REGION 8,DESERT NWR,,A,2.25 inches,4 mph,98 degrees ,105 deg. F,120 deg. F ,16 % ,13 volts,3.1 (unk),249 degrees,11 mph,899 w/m2,17492005
-71.1405599999999,43.98056,5160,WHITE MTN NF,17245478,2023/07/24 17:13:34+00,3287267A,270301,460,"WEATHER STATION IS LOCATED IN A GRASSY FIELD BEHIND THE SACO
RANGER STATION.",43.98056,-71.14056,NH,Carroll,USFS,09,WHITE MOUNTAIN NF,,A,32.94 inches,1 mph,241 degrees ,86 deg. F,98 deg. F ,48 % ,13.3 volts,9.2 (unk),237 degrees,11 mph,663 w/m2,17245478
-124.141,41.8853100000001,5161,SMITH RIVER,19702789,2023/07/24 17:07:04+00,32B58506,,40,,41.88531,-124.141,CA,Del Norte,S&PF,CALIFORNIA,,Pacific Power,A,43.22 inches,2 mph,314 degrees ,67 deg. F,67 deg. F ,72 % ,13.4 volts,18 (unk),317 degrees,8 mph,407 w/m2,19702789
-74.76339,44.81847,5162,BRASHER FALLS,17432102,2023/07/24 19:46:05+00,62505514,300892,179,,44.81847,-74.76339,NY,St. Lawrence,S&PF,NEW YORK,"DEC,FOREST PROT&FIRE",St. Lawrence FDRA,A,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17432101
-122.1825,39.41722,5166,SAC NWR,17260318,2023/07/24 18:29:44+00,8373A7D4,041102,120,,39.41722,-122.1825,CA,Glenn,FWS,REGION 8,SACRAMENTO NWR,,A,20.83 inches,4 mph,120 degrees ,81 deg. F,93 deg. F ,48 % ,13.3 volts,10.5 (unk),129 degrees,11 mph,830 w/m2,17260317
-74.9,44.1666700000001,5167,WANAKENA,17432351,2023/07/24 20:01:14+00,62504662,300891,1500,"SUNY ES&F College, Ranger School campus",44.16667,-74.9,NY,St. Lawrence,S&PF,NEW YORK,"DEC,FOREST PROT&FIRE",Adirondack FDRA,A,24.06 inches,2 mph,324 degrees ,80 deg. F,87 deg. F ,49 % ,13.3 volts,9.6 (unk),338 degrees,13 mph,646 w/m2,17432350
-115.48556,40.1730600000001,5169,RUBY LAKE,17344546,2023/07/24 18:32:04+00,8374A5E0,260312,5970,,40.17306,-115.48556,NV,Elko,FWS,REGION 8,RUBY LAKE NWR,,A,6.13 inches,4 mph,154 degrees ,84 deg. F,93 deg. F ,31 % ,13.3 volts,NO DATA,181 degrees,11 mph,703 w/m2,17344545
-156.31189,20.69631,5177,KULA 1,17987354,2023/07/24 19:48:14+00,AA10F12E,498012,6620,On the south west slope of Haleakala,20.69631,-156.31189,HI,Maui,S&PF,HAWAII,DEPT OF LAND AND NR,DOFAWMA,A,1.5 inches,7 mph,316 degrees ,71 deg. F,74 deg. F ,33 % ,13.4 volts,12.9 (unk),307 degrees,14 mph,671 w/m2,17987354
-157.00639,20.8733300000001,5179,LANAI 1,17370156,2023/07/24 18:37:34+00,48702336,498010,1270,"STATION SITS ON A SOUTHWESTERN SLOPE, RUNNING DOWN TO THEOCEAN APPROXIMATELY 1 MILE TO THE SOUTH WEST. GRASS ANDHAOLE-KOA BRUSH ALL AROUND",20.87333,-157.00639,HI,Maui,S&PF,HAWAII,DEPT OF LAND AND NR,DOFAWMA,A,14.8 inches,27 mph,57 degrees ,74 deg. F,75 deg. F ,77 % ,13.4 volts,17.1 (unk),50 degrees,36 mph,NO DATA,17370156
-89.17,46.2688900000001,5182,WATERSMEET,17059104,2023/07/24 18:37:41+00,328346A6,200103,1605,,46.26889,-89.17,MI,Gogebic,USFS,09,HIAWATHA & OTTAWA NF,,A,11.01 inches,5 mph,18 degrees ,78 deg. F,90 deg. F ,54 % ,13.4 volts,8.2 (unk),59 degrees,10 mph,566 w/m2,17059104
-88.90667,46.6069400000001,5184,KENTON,17546522,2023/07/24 19:56:24+00,3236A35C,200301,1262,,46.60694,-88.90667,MI,Houghton,USFS,09,HIAWATHA & OTTAWA NF,,A,11.56 inches,4 mph,359 degrees ,78 deg. F,83 deg. F ,56 % ,13.4 volts,10.2 (unk),298 degrees,9 mph,662 w/m2,17546522
-81.1375,35.9116700000001,5185,TAYLORSVILLE (LENOIR),17084709,2023/07/24 20:04:14+00,40703382,313601,1190,Behind Alexander County NCFS Office.,35.91167,-81.1375,NC,Alexander,S&PF,NORTH CAROLINA,DIV. OF FOREST RES.,DISTRICT 2,A,27.99 inches,2 mph,146 degrees ,87 deg. F,104 deg. F ,50 % ,13.2 volts,6.7 (unk),138 degrees,8 mph,720 w/m2,17084708
-92.0784,32.8235,5186,LA-DRR PORT 1,17532700,2023/07/24 18:41:31+00,327A1292,,80,,32.8235,-92.0784,LA,Union,FWS,REGION 4,SANDHILL CRANE NWR,,A,44.33 inches,2 mph,4 degrees ,94 deg. F,116 deg. F ,48 % ,13.7 volts,6.3 (unk),75 degrees,8 mph,NO DATA,17532700
-88.62569,46.59761,5187,BARAGA PLAINS,18622223,2023/07/24 20:03:24+00,324C32C0,200504,1269,,46.59761,-88.62569,MI,Baraga,USFS,09,HIAWATHA & OTTAWA NF,,A,17.43 inches,5 mph,348 degrees ,78 deg. F,91 deg. F ,56 % ,13.4 volts,8.8 (unk),346 degrees,11 mph,571 w/m2,18622223
-105.13806,39.1052800000001,5188,MANCHESTER,17352742,2023/07/24 19:54:34+00,326A067A,53501,8489,"Located in burnt pines on the east side of Hayman. approx3 miles from Manitou Research Center. 340 degree view withsome limited obstruction on the 40 degree level. will notaffect readings. Green conifer forest adjacent to the northsouth, and east of the station.",39.10528,-105.13806,CO,,USFS,02,PIKE/SAN ISABE NF,PIKES PEAK DISTRICT,A,9.14 inches,9 mph,356 degrees ,85 deg. F,NO DATA,16 % ,13.3 volts,NO DATA,84 degrees,20 mph,901 w/m2,17352742
-104.95278,38.9586100000001,5189,RAMPART RANGE,17603097,2023/07/24 18:35:04+00,329295AA,053605,9207,,38.95861,-104.95278,CO,El Paso,USFS,02,PIKE/SAN ISABE NF,,A,10.66 inches,5 mph,34 degrees ,80 deg. F,93 deg. F ,24 % ,13.3 volts,7.1 (unk),275 degrees,15 mph,832 w/m2,17603097
-75.4999999999999,42.7,5192,SHERBURNE,17390880,2023/07/24 17:08:05+00,62502384,300171,1100,NYS DEC Sherburne Office,42.7,-75.5,NY,Chenango,S&PF,NEW YORK,"DEC,FOREST PROT&FIRE",Leatherstocking FDRA,A,21.13 inches,8 mph,316 degrees ,73 deg. F,79 deg. F ,81 % ,13.3 volts,24 (unk),335 degrees,18 mph,404 w/m2,17390880
-74.4130699999999,43.4701600000001,5193,LAKE PLEASANT,17432865,2023/07/24 20:00:54+00,6250900A,300411,1800,,43.47016,-74.41307,NY,Hamilton,S&PF,NEW YORK,"DEC,FOREST PROT&FIRE",Adirondack FDRA,A,17.93 inches,3 mph,316 degrees ,72 deg. F,86 deg. F ,64 % ,13.8 volts,10 (unk),299 degrees,11 mph,421 w/m2,17432865
-95.92236,33.74089,5195,CADDO,17049383,2023/07/24 20:02:33+00,32889366,410202,527,"Pine trees, Oak(hard woods), Native grasses",33.74089,-95.92236,TX,Fannin,USFS,08,NF'S IN TEXAS,CADDO/LBJ NLT GRSLD,A,38.18 inches,6 mph,191 degrees ,94 deg. F,111 deg. F ,39 % ,13.1 volts,6 (unk),174 degrees,11 mph,885 w/m2,17049383
-94.72936,46.8615800000001,5196,BADOURA,17133357,2023/07/24 17:06:14+00,70700046,211502,1475,Located at the Badoura Tree Nursery,46.86158,-94.72936,MN,Hubbard,S&PF,MINNESOTA,DEPT OF NATURAL RES.,Division of Forestry,A,10.45 inches,3 mph,356 degrees ,83 deg. F,97 deg. F ,51 % ,13.4 volts,11.4 (unk),72 degrees,10 mph,709 w/m2,17133357
-80.97806,26.30472,5198,FLSEA_PORT1,17633818,2023/07/24 17:05:44+00,324342C2,086201,15,,26.30472,-80.97806,FL,Hendry,BIA,Eastern,Seminole Agency,Seminole Tribe,A,35.92 inches,0 mph,225 degrees ,93 deg. F,105 deg. F ,56 % ,13 volts,9 (unk),223 degrees,7 mph,660 w/m2,17633818
-97.63206,33.2826700000001,5200,LBJ,17050412,2023/07/24 20:02:54+00,326B54FC,419601,932,"Oak(hard woods), Scrub oak, Native grasses",33.28267,-97.63206,TX,Wise,USFS,08,NF'S IN TEXAS,CADDO/LBJ NTL GRASLD,A,14.91 inches,6 mph,124 degrees ,105 deg. F,123 deg. F ,17 % ,13.2 volts,3.8 (unk),145 degrees,14 mph,906 w/m2,17050412
-95.84639,46.84889,5203,DETROIT LAKES,17374497,2023/07/24 17:20:24+00,8376650A,212201,1385,"Site is loacted immedialty west of the HQ building of Detroit Lakes WMD in Detroit Lakes MN.  Stations sits in restored grasslands in an area of restored wetlands and grasslands, and agriculture. Area is ex-burbs of mostly open space with residential, and light manufacturing.",46.84889,-95.84639,MN,Becker,FWS,REGION 3,DETROIT LAKES NWR,,A,6.7 inches,6 mph,119 degrees ,87 deg. F,102 deg. F ,44 % ,13.2 volts,8.6 (unk),132 degrees,10 mph,802 w/m2,17374497
-96.56056,38.4350000000001,5204,TALLGRASS PRAIRIE,17249060,2023/07/24 18:30:44+00,FA63812C,145201,1231,Tallgrass prairie setting.  Behind ranchhand house to NW.Access station from Southwind nature trail.,38.435,-96.56056,KS,Chase,NPS,MIDWEST,TALLGRASS PRAIRIE NP,,A,15.22 inches,12 mph,130 degrees ,88 deg. F,104 deg. F ,54 % ,13.6 volts,6.9 (unk),167 degrees,23 mph,876 w/m2,17249060
-120.915,40.00194,5208,CASHMAN,17243965,2023/07/24 19:47:24+00,32743016,040916,4478,"Station is located mid-slope below Mt. Hough Look-Out.
Ground cover is mostly brush and hardwoods with some
20-30 year old mixed conifer. (Old fire scar)",40.00194,-120.915,CA,Plumas,USFS,05,PLUMAS NF,MT HOUGH RD,A,31.73 inches,20 mph,239 degrees ,86 deg. F,105 deg. F ,11 % ,13.2 volts,3.8 (unk),239 degrees,34 mph,930 w/m2,17243962
-122.7052,42.13928,5210,SISKIYOU MTN FIRE PORT,18775578,2023/07/22 20:12:54+00,32B11B8C,,4317,,42.13928,-122.7052,OR,Jackson,USFS,06,ROGUE RIVER/SISKIYOU,SISKIYOU MTN RD,A,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18775578
-96.36556,31.29556,5216,ROUND PRAIRIE,17515034,2023/07/24 17:10:24+00,88427412,413101,329,"Open prairie, post oaks savannah.",31.29556,-96.36556,TX,Robertson,S&PF,TEXAS,TEXAS FOREST SERVICE,East,A,20.46 inches,5 mph,184 degrees ,97 deg. F,115 deg. F ,44 % ,13.2 volts,7.9 (unk),250 degrees,12 mph,815 w/m2,17515034
-105.57236,40.79281,5217,REDFEATHER,16927283,2023/07/24 18:32:44+00,323610D2,050505,8233,,40.79281,-105.57236,CO,Larimer,USFS,02,ARAPAHO/ROOSEVELT NF,REDFEATHER,A,13.45 inches,5 mph,272 degrees ,83 deg. F,90 deg. F ,21 % ,13.4 volts,6.6 (unk),317 degrees,18 mph,576 w/m2,16927283
-95.1899999999999,47.2400000000001,5218,ITASCA,17207077,2023/07/24 17:07:34+00,70708652,211401,1480,,47.24,-95.19,MN,Clearwater,S&PF,MINNESOTA,DEPT OF NATURAL RES.,,A,9.58 inches,5 mph,110 degrees ,81 deg. F,94 deg. F ,58 % ,13.4 volts,9.4 (unk),89 degrees,9 mph,731 w/m2,17207077
-92.8347199999999,47.39194,5219,HIBBING,17131054,2023/07/24 17:07:14+00,707065A0,210512,1350,"At the Hibbing Tanker Base, Hibbing Airport (HIB)",47.39194,-92.83472,MN,St. Louis,S&PF,MINNESOTA,DEPT OF NATURAL RES.,Division of Forestry,A,9.57 inches,4 mph,10 degrees ,75 deg. F,87 deg. F ,50 % ,13.4 volts,10.4 (unk),7 degrees,9 mph,716 w/m2,17131054
-94.92511,47.50174,5221,BEMIDJI,17132844,2023/07/24 17:06:33+00,707026AA,210901,1377,,47.50174,-94.92511,MN,Beltrami,S&PF,MINNESOTA,DEPT OF NATURAL RES.,,A,10.24 inches,7 mph,13 degrees ,77 deg. F,85 deg. F ,59 % ,13.4 volts,15.9 (unk),355 degrees,11 mph,712 w/m2,17132844
-77.29842,38.18953,5222,FAPH_NORTH1,18627084,2023/07/24 18:26:14+00,326A70EA,443303,201,,38.18953,-77.29842,VA,Caroline,DOD,USA,CAMP WILCOX,US ARMY,A,35.36 inches,3 mph,145 degrees ,85 deg. F,98 deg. F ,62 % ,13.4 volts,9.9 (unk),136 degrees,9 mph,853 w/m2,18627084
-77.237,38.0426400000001,5223,FAPH_SOUTH 1,18406930,2023/07/24 18:33:34+00,3274E67E,443304,206,,38.04264,-77.237,VA,Caroline,DOD,USA,CAMP WILCOX,US ARMY,A,25.08 inches,3 mph,105 degrees ,84 deg. F,96 deg. F ,62 % ,13.2 volts,8.5 (unk),140 degrees,10 mph,630 w/m2,18406930
-77.18456,38.13206,5224,FAPH_EODTC,18391571,2023/07/24 18:32:54+00,328232CC,443302,80,,38.13206,-77.18456,VA,Caroline,DOD,USA,CAMP WILCOX,US ARMY,A,16.77 inches,5 mph,115 degrees ,86 deg. F,101 deg. F ,61 % ,13.3 volts,9.4 (unk),112 degrees,10 mph,1001 w/m2,18391571
-77.2719999999999,38.09567,5225,FAPH_DELOS,18407185,2023/07/24 18:33:44+00,3279707A,443301,196,,38.09567,-77.272,VA,Caroline,DOD,USA,CAMP WILCOX,US ARMY,A,22.59 inches,3 mph,146 degrees ,85 deg. F,95 deg. F ,60 % ,13.3 volts,9.9 (unk),160 degrees,11 mph,705 w/m2,18407185
-95.92472,33.2383300000001,5226,GREENVILLE,17320744,2023/07/24 17:06:33+00,8840219A,419602,478,,33.23833,-95.92472,TX,Hunt,S&PF,TEXAS,TEXAS FOREST SERVICE,East,A,23.9 inches,6 mph,177 degrees ,91 deg. F,104 deg. F ,52 % ,13.2 volts,9 (unk),203 degrees,11 mph,730 w/m2,17320744
-96.4875299999999,48.5920800000001,5227,KITTSON,18386458,2023/07/24 17:06:24+00,AAAE4700,210101,1060,,48.59208,-96.48753,MN,Kittson,S&PF,MINNESOTA,DEPT OF NATURAL RES.,Division of Forestry,A,8.02 inches,3 mph,103 degrees ,80 deg. F,92 deg. F ,52 % ,13.3 volts,10.7 (unk),55 degrees,7 mph,668 w/m2,18386458
-156.02028,19.67278,5229,KALOKO-HONOKOHAU,17458728,2023/07/24 17:15:54+00,FA667668,496017,25,,19.67278,-156.02028,HI,Hawaii,NPS,PACIFIC WEST,KALOKO-HONOKOHAU NHP,,A,10.9 inches,0 mph,125 degrees ,80 deg. F,75 deg. F ,72 % ,13 volts,25.1 (unk),56 degrees,4 mph,107 w/m2,17458727
-77.3228599999999,38.0742500000001,5230,FAPH_QD 1,18407437,2023/07/24 18:33:54+00,326A5606,,116,,38.07425,-77.32286,VA,Caroline,DOD,USA,CAMP WILCOX,US ARMY,A,22.4 inches,4 mph,150 degrees ,86 deg. F,105 deg. F ,59 % ,13.2 volts,8.1 (unk),165 degrees,12 mph,609 w/m2,18407437
-94.93139,30.1050000000001,5231,DAYTON,17322279,2023/07/24 17:22:24+00,88408162,415201,100,,30.105,-94.93139,TX,Liberty,S&PF,TEXAS,TEXAS FOREST SERVICE,East,A,23.74 inches,3 mph,153 degrees ,94 deg. F,112 deg. F ,52 % ,13.2 volts,8.2 (unk),202 degrees,9 mph,793 w/m2,17322279
-121.70028,41.99917,5232,LOWER KLAMATH - FTS,17169692,2023/07/24 18:32:33+00,83747388,040310,4098,,41.99917,-121.70028,CA,Modoc,FWS,REGION 8,LOWER KLAMATH NWR,,A,8.45 inches,5 mph,321 degrees ,78 deg. F,90 deg. F ,35 % ,13.4 volts,8 (unk),326 degrees,12 mph,796 w/m2,17169692
-94.46417,47.94111,5233,KELLIHER,17132586,2023/07/24 17:07:44+00,70709524,210902,1352,,47.94111,-94.46417,MN,Beltrami,S&PF,MINNESOTA,DEPT OF NATURAL RES.,,A,8.64 inches,4 mph,98 degrees ,76 deg. F,87 deg. F ,56 % ,13.5 volts,10.3 (unk),137 degrees,11 mph,698 w/m2,17132586
-119.50639,48.83,5234,SPECTACLE LAKE,19523084,2023/07/24 19:47:03+00,32B2EC06,452043,1825,,48.83,-119.50639,WA,Okanogan,S&PF,WASHINGTON,DEPT. OF NATURAL RES,Northeast Region,A,7.22 inches,14 mph,162 degrees ,86 deg. F,90 deg. F ,21 % ,13.3 volts,5.1 (unk),152 degrees,22 mph,654 w/m2,19523084
-70.02417,41.97556,5235,CACO,16909861,2023/07/24 19:51:24+00,FA65C2E8,191203,110,"station has TM4000,AC pwr, no solar panel. Programmed for
auto-rain reset Jan. 1st",41.97556,-70.02417,MA,Barnstable,NPS,NORTHEAST,CAPE COD N.SEASHORE,,A,30.23 inches,3 mph,216 degrees ,81 deg. F,90 deg. F ,65 % ,13.2 volts,9.3 (unk),260 degrees,10 mph,413 w/m2,16909861
-119.62247,48.74325,5237,AENEAS,17346862,2023/07/24 17:09:45+00,30074760,452001,5185,,48.74325,-119.62247,WA,Okanogan,S&PF,WASHINGTON,DEPT. OF NATURAL RES,NORTHEAST,A,4.7 inches,9 mph,150 degrees ,66 deg. F,NO DATA,39 % ,13.5 volts,NO DATA,160 degrees,16 mph,674 w/m2,17346862
-104.44056,32.17861,5239,BATDRAW,17106736,2023/07/24 19:52:34+00,FA623058,293101,4425,,32.17861,-104.44056,NM,Eddy,NPS,INTERMOUNTAIN,CARLSBAD CAVERN NP,,A,.31 inches,7 mph,165 degrees ,97 deg. F,111 deg. F ,14 % ,13.1 volts,4 (unk),177 degrees,25 mph,980 w/m2,17106736
-81.96656,36.4840800000001,5240,NORTH ZONE QD,19574284,2023/07/22 13:44:05+00,32B4F16C,,3600,,36.48408,-81.96656,TN,Greene,USFS,08,CHEROKEE NF,,A,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19574284
-118.01617,48.0059800000001,5241,BIG BLUE,19323406,2023/07/24 18:41:34+00,32A18970,452919,3400,,48.00598,-118.01617,WA,Stevens,S&PF,WASHINGTON,DEPT. OF NATURAL RES,NORTHEAST,A,13.06 inches,12 mph,223 degrees ,79 deg. F,83 deg. F ,27 % ,13.3 volts,6.8 (unk),238 degrees,21 mph,824 w/m2,19323406
-119.69333,46.6933300000001,5242,SADDLE MOUNTAIN,17350435,2023/07/24 18:30:03+00,8374F59C,452701,634,"Located in an altered shrub-steppe landscape.  Area burned in a wildfire in July, 2005.  Located near former improved area in the Hanford Works, cold war era security zone.",46.69333,-119.69333,WA,Grant,FWS,REGION 1,SADDLE MTN NWR,,A,4.94 inches,7 mph,261 degrees ,88 deg. F,101 deg. F ,24 % ,13.2 volts,5 (unk),242 degrees,15 mph,770 w/m2,17350435
-123.35366,41.8583400000001,5244,SLATER BUTTE,16953911,2023/07/24 19:52:54+00,323844C6,040225,4621,RIDGE SITE,41.85834,-123.35366,CA,Siskiyou,USFS,05,KLAMATH NF,HAPPY CAMP RD,A,0 inches,4 mph,239 degrees ,76 deg. F,96 deg. F ,32 % ,13.5 volts,8.3 (unk),241 degrees,7 mph,966 w/m2,16953911
-75.20444,38.08167,5245,ASSATEAGUE ISLAND,16910147,2023/07/24 18:40:04+00,FA6141C6,180335,12,"THIS STATION SITS 150-200 YARDS INLAND OR TO THE WEST OF THEATLANTIC OCEAN BEHIND A PRIMARY DUNE SYSTEM IN A VEGETATED AREA OF LOW SHRUB, GRASS AND SAND. THERE IS AN ACCESS ROAD 20-30 YARDS TO THE NORTH.",38.08167,-75.20444,MD,Worcester,NPS,NORTHEAST,ASSATEAGUE ISLAND NP,,A,18.63 inches,6 mph,165 degrees ,81 deg. F,97 deg. F ,68 % ,13.2 volts,15.2 (unk),168 degrees,9 mph,942 w/m2,16910147
-122.9397,39.30828,5246,MNF02 PORTABLE,17015872,2023/07/24 19:53:33+00,3230C674,041092,3740,"Station sits at the US Forest Service Howard Mill site, off the M1.",39.30828,-122.9397,CA,Lake,USFS,05,MENDOCINO NF,UPPER LAKE RD,A,31.71 inches,4 mph,189 degrees ,80 deg. F,101 deg. F ,35 % ,13.2 volts,5 (unk),216 degrees,8 mph,1024 w/m2,17015872
-90.42833,37.76167,5247,FARMINGTON,17070371,2023/07/24 20:00:14+00,573070BE,236601,946,Located on the grounds of the Farmington Airport.,37.76167,-90.42833,MO,St. Francois,S&PF,MISSOURI,DEPT OF CONSERVATION,Southeast Region,A,23.57 inches,9 mph,292 degrees ,85 deg. F,94 deg. F ,55 % ,13.3 volts,8.6 (unk),302 degrees,15 mph,629 w/m2,17070371
-93.92972,37.1888900000001,5249,MT VERNON,17070886,2023/07/24 20:00:24+00,573063C8,236902,1266,,37.18889,-93.92972,MO,Lawrence,S&PF,MISSOURI,DEPT OF CONSERVATION,Southwest Region,A,23.07 inches,7 mph,204 degrees ,86 deg. F,89 deg. F ,46 % ,13.2 volts,9.7 (unk),214 degrees,14 mph,627 w/m2,17070886
-109.36056,45.1569400000001,5251,TIMBERCREST,17082191,2023/07/24 17:15:24+00,323F168E,245607,6400,,45.15694,-109.36056,MT,Carbon,USFS,01,Custer Gallatin NF,REDLODGE RD,A,12.91 inches,5 mph,292 degrees ,83 deg. F,86 deg. F ,21 % ,13.4 volts,9.6 (unk),273 degrees,12 mph,544 w/m2,17082189
